model,event_a,event_b,measure_a,measure_b,reference_a,reference_b,shared_valid_targets,denominator,judgments,n_a,n_b,n_both,n_a_only,n_b_only,n_neither,n_no_violation,n_violation,cohort_sha256,expected_independent,expected_within_label,excess_joint_pp,excess_joint_pp_lower_95,excess_joint_pp_upper_95,label_adjusted_excess_joint_pp,label_adjusted_excess_joint_pp_lower_95,label_adjusted_excess_joint_pp_upper_95,label_adjusted_enrichment,risk_b_if_a_percent,risk_b_if_not_a_percent
deepseek/deepseek-v4-pro,state_swap_Russia,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,4,196,4,0,192,19,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,3.646511627906977,3.5930099312452253,0.1644131963223363,0.032449972958355874,0.36343969713358587,0.18929770639756963,0.0,0.495654399450215,1.1132727369372244,100.0,90.99526066350711
deepseek/deepseek-v4-pro,state_swap_Ukraine,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,7,362,7,0,355,3,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,6.942465753424657,6.980891719745223,0.015762807280915832,0.0,0.04210921373616029,0.0052351452752813265,0.0,0.019871157927030033,1.0027372262773722,100.0,99.16201117318437
deepseek/deepseek-v4-pro,state_swap_Ukraine,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,479,365,365,7,340,6,1,334,24,51,314,0fd7413b3ea77d79ea2741f54cc191b5921aaacf788e2a247898fe03a66fb61d,6.52054794520548,6.474085175471462,-0.14261587539876158,-0.7048789641583788,0.17564270970163265,-0.12988634944423613,-0.6561968861201601,0.18822074092193952,0.9267718661985417,85.71428571428571,93.29608938547486
deepseek/deepseek-v4-pro,state_swap_Ukraine,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,5,215,5,0,210,0,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0
deepseek/deepseek-v4-pro,state_swap_Ukraine,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,288,215,215,5,196,5,0,191,19,28,187,dd242dc5236255d57745d38b64f4044daa066165746c609dc75180350c4d9fb4,4.558139534883721,4.529029793735676,0.20551649540292044,0.04326663061114119,0.4392103839913462,0.21905590989038334,0.03953248950535492,0.4892125071012698,1.1039892046892132,100.0,90.95238095238095
deepseek/deepseek-v4-flash,summary,paraphrase_light,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,1000,635,608,8,15,1,7,14,613,5,630,699e054fd9fe891ff68c41c22a52fab41c0318ce63d170786386640068f9455c,0.1889763779527559,0.19047619047619047,0.12772025544051088,-0.04422811129138874,0.4479450754884571,0.1274840644919385,-0.04450575613151473,0.447700968481786,5.25,12.5,2.2328548644338118
deepseek/deepseek-v4-flash,summary,paraphrase_medium,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,999,635,608,8,10,1,7,9,618,5,630,699e054fd9fe891ff68c41c22a52fab41c0318ce63d170786386640068f9455c,0.12598425196850394,0.11428571428571428,0.13764027528055056,-0.029485484254574403,0.45610144016843834,0.13948256467941508,-0.026000420340187604,0.4573741929854291,8.75,12.5,1.4354066985645932
deepseek/deepseek-v4-flash,summary,paraphrase_heavy,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,999,634,607,8,12,0,8,12,614,4,630,8db4975b962230b996332c4d2b2759ac4ddce39acc426ca340075a71cce15c65,0.15141955835962145,0.13968253968253969,-0.02388321109773209,-0.04988745578231293,-0.007463503468041277,-0.022031946322167144,-0.04564092119359728,-0.00646195077377315,0.0,0.0,1.9169329073482428
deepseek/deepseek-v4-flash,summary,state_swap_US,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,538,514,6,25,0,6,25,507,13,525,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60,0.2788104089219331,0.14285714285714285,-0.0518234960821437,-0.10696512953694418,-0.014605989864493992,-0.02655337227827934,-0.06126528882822042,0.0,0.0,0.0,4.6992481203007515
deepseek/deepseek-v4-flash,summary,state_swap_Russia,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,538,514,6,5,2,4,3,529,13,525,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60,0.055762081784386616,0.4786813186813187,0.36138251267948207,-0.006961461349966584,0.9111317656105918,0.2827729890926917,-0.00530106794805983,0.5951067343920695,4.178145087235996,33.33333333333333,0.5639097744360901
deepseek/deepseek-v4-flash,summary,state_swap_Ukraine,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,538,514,6,2,0,6,2,530,13,525,3778b7512c3f59a54182dc103086f24325ccb08176a21a24edc8b264e2bf7c60,0.022304832713754646,0.011428571428571429,-0.004145879686571496,-0.012776785313241045,0.0,-0.0021242697822623476,-0.00721582917090315,0.0,0.0,0.0,0.37593984962406013
deepseek/deepseek-v4-flash,summary,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,849,568,568,6,563,6,0,557,5,13,555,b34d1686da7a9fe11158cda2b234dfc64c876caaec29e0435258b838582f0505,5.947183098591549,5.981981981981982,0.00929875024796672,0.0015497917079944534,0.02386679230311444,0.003172186270777788,0.0,0.010412401291399203,1.0030120481927711,100.0,99.11032028469751
deepseek/deepseek-v4-flash,summary,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,849,568,568,6,537,5,1,532,30,13,555,b34d1686da7a9fe11158cda2b234dfc64c876caaec29e0435258b838582f0505,5.672535211267606,4.671933471933472,-0.11840408649077569,-0.47614250644713346,0.08059691777425118,0.057758191561008455,-0.203159747961453,0.3054574064798277,1.0702207191171236,83.33333333333334,94.66192170818505
deepseek/deepseek-v4-flash,summary,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,596,392,392,6,347,4,2,343,43,8,384,f18adedaeb464da74f790114df504575adcc172ca332fd17805c472dd15fe478,5.311224489795919,4.28125,-0.3344960433152854,-1.1024377863390253,0.1530124167013739,-0.07174744897959184,-0.4061943384090114,0.2479973712722685,0.9343065693430657,66.66666666666666,88.86010362694302
deepseek/deepseek-v4-flash,summary,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,596,392,392,6,328,5,1,323,63,8,384,f18adedaeb464da74f790114df504575adcc172ca332fd17805c472dd15fe478,5.020408163265306,3.6875,-0.0052061640982923275,-0.5155078613077884,0.36443148688046656,0.33482142857142855,-0.007497059890799762,0.6888379226130286,1.3559322033898304,83.33333333333334,83.67875647668393
deepseek/deepseek-v4-flash,paraphrase_light,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,525,499,20,29,3,17,26,479,35,490,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942,1.1047619047619048,2.1387755102040815,0.36099773242630384,-0.14104042273272707,1.0149505347063459,0.16404275996112733,-0.28208178897048775,0.6985807909656813,1.4026717557251909,15.0,5.148514851485149
deepseek/deepseek-v4-flash,paraphrase_light,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,525,499,20,4,0,20,4,501,35,490,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942,0.1523809523809524,0.3020408163265306,-0.0290249433106576,-0.06914352611208763,-0.005716457735596092,-0.05753158406219631,-0.15566805575218745,-0.003546182446419941,0.0,0.0,0.7920792079207921
deepseek/deepseek-v4-flash,paraphrase_light,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,525,499,20,5,0,20,5,500,35,490,1d5b22052849e9d4432c402b19393224173a7f2b9f5827d59de419aeef75f942,0.19047619047619047,0.5306122448979592,-0.03628117913832199,-0.07904305344251966,-0.0073673785928278605,-0.10106899902818271,-0.2530201238719634,-0.005103974356005589,0.0,0.0,0.9900990099009901
deepseek/deepseek-v4-flash,paraphrase_light,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,849,545,545,14,538,13,1,525,6,22,523,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd,13.820183486238532,13.459412480444986,-0.15049238279606095,-0.5245770558033837,0.04545913643632679,-0.08429586797155697,-0.40157460868470046,0.109145011690282,0.965866825085236,92.85714285714286,98.87005649717514
deepseek/deepseek-v4-flash,paraphrase_light,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,849,545,545,14,516,13,1,503,28,22,523,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd,13.255045871559632,12.870763080132106,-0.04679740762562063,-0.42320511741435907,0.18314956653480347,0.023713196306035675,-0.26640234928407347,0.25549103518593513,1.0100411233633373,92.85714285714286,94.72693032015066
deepseek/deepseek-v4-flash,paraphrase_light,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,596,375,375,8,332,6,2,326,41,12,363,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857,7.082666666666666,6.699035812672176,-0.2887111111111111,-1.0062222222222221,0.2389333333333333,-0.1864095500459136,-0.829439933915072,0.3096501425363908,0.8956512799424283,75.0,88.8283378746594
deepseek/deepseek-v4-flash,paraphrase_light,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,596,375,375,8,308,4,4,304,63,12,363,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857,6.570666666666667,5.18732782369146,-0.6855111111111112,-1.5872533333333334,0.0633777777777772,-0.31662075298438924,-1.063586213422279,0.35439635214816484,0.7711099309612321,50.0,82.83378746594006
deepseek/deepseek-v4-flash,paraphrase_medium,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,23,29,2,21,27,474,34,490,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61,1.2729007633587786,3.2864345738295317,0.1387593963055766,-0.2514168771564347,0.6890435859530234,-0.24550278126517783,-0.7165579562554988,0.3173604268848588,0.608562244301578,8.695652173913043,5.389221556886228
deepseek/deepseek-v4-flash,paraphrase_medium,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,23,4,0,23,4,497,34,490,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61,0.17557251908396945,0.46686674669867945,-0.033506205932055236,-0.07304718939471191,-0.00591490992545711,-0.08909670738524417,-0.25332371046167684,-0.0016177118081724595,0.0,0.0,0.7984031936127743
deepseek/deepseek-v4-flash,paraphrase_medium,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,23,5,1,22,4,497,34,490,d60aede84e6ed71a4be572d870acf2f6ac522937092de19d4c61bb641e927b61,0.21946564885496184,0.8786314525810324,0.1489569372414195,-0.06160177851232875,0.5297873335058421,0.023161936530337334,-0.2074112209190375,0.28465922951379047,1.1381336248121328,4.3478260869565215,0.7984031936127743
deepseek/deepseek-v4-flash,paraphrase_medium,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,849,545,545,15,538,13,2,525,5,22,523,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd,14.807339449541285,14.205805666608725,-0.33162191734702473,-0.8608955475128353,0.030637151754902836,-0.22124874616673862,-0.5248236814886525,0.017441657655143307,0.915118811638891,86.66666666666667,99.05660377358491
deepseek/deepseek-v4-flash,paraphrase_medium,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,849,545,545,15,516,12,3,504,26,22,523,8e46f7b4fc1dad965ee15e6023d107207bebb213e075164c4a9a87c0679cf3fd,14.20183486238532,13.561098557274466,-0.4040063967679487,-1.0623684875010522,0.10744045114047618,-0.2864401022521956,-0.6407317173212873,0.06555557482527186,0.8848840637296999,80.0,95.09433962264151
deepseek/deepseek-v4-flash,paraphrase_medium,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,596,375,375,7,332,6,1,326,42,12,363,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857,6.197333333333333,5.809228650137741,-0.05262222222222211,-0.58672,0.2901688888888887,0.05087235996326906,-0.32351607876469757,0.3938609899585509,1.0328393598103143,85.71428571428571,88.58695652173914
deepseek/deepseek-v4-flash,paraphrase_medium,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,596,375,375,7,308,4,3,304,64,12,363,6aab6311bc44e84d9d12d1ec122a4896ccca0616c8b332a339066e03a58ef857,5.749333333333333,4.349862258953168,-0.46648888888888895,-1.30992,0.1934755555555553,-0.0932966023875115,-0.729359603866453,0.45660095741317785,0.9195693476884104,57.14285714285714,82.6086956521739
deepseek/deepseek-v4-flash,paraphrase_heavy,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,20,29,2,18,27,477,34,490,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7,1.1068702290076335,2.3468187274909966,0.17044461278480277,-0.22038606880051329,0.7393936408293331,-0.0661867800555337,-0.4836381663294247,0.488616819562286,0.8522175047316998,10.0,5.357142857142857
deepseek/deepseek-v4-flash,paraphrase_heavy,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,20,4,0,20,4,500,34,490,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7,0.15267175572519084,0.33205282112845136,-0.029135831245265427,-0.0641019568819449,-0.005098285333207543,-0.06336885899397926,-0.17606297181854566,-0.0026782788489517918,0.0,0.0,0.7936507936507936
deepseek/deepseek-v4-flash,paraphrase_heavy,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,799,524,498,20,5,0,20,5,499,34,490,1f5d109f426e8c5d557de2b6670cf4d25244f48f7096c711a96aea0d869725e7,0.19083969465648856,0.5967587034813926,-0.03641978905658179,-0.07686343519627231,-0.007077623021448201,-0.11388524875599094,-0.28040091238708037,-0.005459966109568162,0.0,0.0,0.992063492063492
deepseek/deepseek-v4-flash,paraphrase_heavy,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,848,544,544,14,537,13,1,524,6,21,523,01b35ca026da419c2fc12bb2570e64f81ba0364a4b8800041a92e439874b9aa8,13.819852941176471,13.352089593007374,-0.15070826124567482,-0.517696393814879,0.048659169550173166,-0.06472235165576731,-0.3366042046339675,0.14166402151467783,0.9736303751892312,92.85714285714286,98.86792452830188
deepseek/deepseek-v4-flash,paraphrase_heavy,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,848,544,544,14,515,11,3,504,26,21,523,01b35ca026da419c2fc12bb2570e64f81ba0364a4b8800041a92e439874b9aa8,13.253676470588236,12.745151597924064,-0.4142787629757786,-1.0560053525086506,0.0882200881271626,-0.32079992608898233,-0.8379969329007527,0.09860803612376068,0.8630732961851694,78.57142857142857,95.09433962264151
deepseek/deepseek-v4-flash,paraphrase_heavy,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,595,374,374,6,331,5,1,326,42,11,363,06c964dec91320cb90b8995d3e7889374a283142cde747ee560098200ce6ce64,5.310160427807487,5.176308539944904,-0.08293059567045107,-0.644928365123395,0.2702751008035687,-0.04714132084088331,-0.6437944590823013,0.3617800576068022,0.9659393294305482,83.33333333333334,88.58695652173914
deepseek/deepseek-v4-flash,paraphrase_heavy,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,595,374,374,6,307,6,0,301,67,11,363,06c964dec91320cb90b8995d3e7889374a283142cde747ee560098200ce6ce64,4.925133689839572,4.460055096418732,0.2873974091338043,0.09150962280877349,0.5290757528096313,0.4117499742195903,0.08466628538955834,0.8207964716751377,1.3452748610253245,100.0,81.79347826086956
deepseek/deepseek-v4-flash,state_swap_US,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,22,489,22,0,467,3,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,21.865853658536587,21.904761904761905,0.027265516557604355,0.0,0.06610854980501038,0.019357336430507095,0.0,0.04925651980920312,1.0043478260869565,100.0,99.36170212765958
deepseek/deepseek-v4-flash,state_swap_US,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,22,467,22,0,445,25,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,20.882113821138212,20.45564892623716,0.22721263798003818,0.11897679952409292,0.3718024985127898,0.3138924946672439,0.14304739416621248,0.5575451962367381,1.0754975351469784,100.0,94.68085106382979
deepseek/deepseek-v4-flash,state_swap_US,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,18,287,14,4,273,40,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,15.607250755287009,15.269756387403447,-0.4855742463102745,-1.562713921924773,0.4235768202188734,-0.3836122016324614,-1.4655296405381455,0.539621963084097,0.9168450134246469,77.77777777777779,87.22044728434504
deepseek/deepseek-v4-flash,state_swap_US,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,18,273,14,4,259,54,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,14.845921450151057,14.023767082590613,-0.2555653927948811,-1.3555462253904218,0.6754456421536857,-0.007180387489611144,-0.9341894574176285,0.8211763708705409,0.998305228370477,77.77777777777779,82.74760383386581
deepseek/deepseek-v4-flash,state_swap_Russia,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,3,489,3,0,486,3,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,2.981707317073171,3.0,0.003718024985127858,0.0,0.01239341661709292,0.0,0.0,0.0,1.0,100.0,99.38650306748467
deepseek/deepseek-v4-flash,state_swap_Russia,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,3,467,2,1,465,24,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,2.847560975609756,2.6470588235294117,-0.17226849097759273,-0.570097164386278,0.04133204441800502,-0.13151602104256335,-0.510124781619965,0.09837062924267631,0.7555555555555555,66.66666666666666,95.0920245398773
deepseek/deepseek-v4-flash,state_swap_Russia,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,3,287,2,1,285,43,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,2.6012084592145017,2.3823529411764706,-0.18163397559350505,-0.7722410346747474,0.17524484077363298,-0.11551448373911498,-0.6546450151057404,0.2417972317852871,0.8395061728395062,66.66666666666666,86.89024390243902
deepseek/deepseek-v4-flash,state_swap_Russia,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,3,273,2,1,271,57,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,2.474320241691843,1.9411764705882353,-0.14329916667427284,-0.7310995701025,0.22270698514982526,0.017771459036786924,-0.47217860550166957,0.45847300270248686,1.0303030303030303,66.66666666666666,82.6219512195122
deepseek/deepseek-v4-flash,state_swap_Ukraine,persuasion_static_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,3,489,3,0,486,3,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,2.981707317073171,3.0,0.003718024985127858,0.0,0.01239341661709292,0.0,0.0,0.0,1.0,100.0,99.38650306748467
deepseek/deepseek-v4-flash,state_swap_Ukraine,persuasion_static_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,676,492,492,3,467,3,0,464,25,51,441,48ce7bfca2c318ad2ddc11bd03724395a9d70420738365fb25fde72985bb41c4,2.847560975609756,2.6470588235294117,0.03098354154273248,0.0,0.07436049970255808,0.07173601147776185,0.0,0.1876246356803191,1.1333333333333333,100.0,94.88752556237219
deepseek/deepseek-v4-flash,state_swap_Ukraine,persuasion_adaptive_no_cue,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,1,287,1,0,286,44,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,0.8670694864048338,0.7941176470588235,0.04016027601062422,0.0,0.13417183121731277,0.062200106628754234,0.0,0.21480555925618663,1.2592592592592593,100.0,86.66666666666667
deepseek/deepseek-v4-flash,state_swap_Ukraine,persuasion_adaptive_ai_safety_researcher,decisive_reversal,correct_to_wrong,state_swap_original,saved_initial_response,470,331,331,1,273,1,0,272,58,34,297,39f5e1eb5ff9a3e36d4bba5355d552bc29868b642040e7be784a42aa285cb428,0.824773413897281,0.6470588235294118,0.05293854565036828,0.0,0.17798304141072094,0.1066287542207215,0.0,0.35249797362021945,1.5454545454545454,100.0,82.42424242424242
qwen/qwen3-235b-a22b,summary,paraphrase_light,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,1000,633,610,4,0,0,4,0,629,53,580,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
qwen/qwen3-235b-a22b,summary,paraphrase_medium,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,1000,633,610,4,0,0,4,0,629,53,580,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
qwen/qwen3-235b-a22b,summary,paraphrase_heavy,correct_to_wrong,correct_to_wrong,full_record,paraphrase_original,1000,633,610,4,1,0,4,1,628,53,580,7a6ebcc70f6cbe5d2289b7c75339503b70fdde3bcf16397d07d599b7f4ba11f0,0.00631911532385466,0.03773584905660377,-0.0009982804619043696,-0.00388225294383786,0.0,-0.005961429550806283,-0.02645607792666616,0.0,0.0,0.0,0.1589825119236884
qwen/qwen3-235b-a22b,summary,state_swap_US,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,488,473,4,2,0,4,2,482,37,451,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1,0.01639344262295082,0.0,-0.0033593120128997587,-0.011615746690911989,0.0,0.0,0.0,0.0,,0.0,0.4132231404958678
qwen/qwen3-235b-a22b,summary,state_swap_Russia,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,488,473,4,0,0,4,0,484,37,451,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
qwen/qwen3-235b-a22b,summary,state_swap_Ukraine,correct_to_wrong,decisive_reversal,full_record,state_swap_original,800,488,473,4,1,0,4,1,483,37,451,c0e625af704b1a38a9d2a8b546e932e7cb84b36c0590bc9059306cadf642c2c1,0.00819672131147541,0.10810810810810811,-0.0016796560064498793,-0.0074663702241155455,0.0,-0.022153300841825433,-0.08643047520155044,0.0,0.0,0.0,0.2066115702479339
qwen/qwen3-235b-a22b,summary,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,830,552,552,0,547,0,0,547,5,41,511,292fa0a618efa1fe854035fc7e4e1eea3c9d70ab34ec4547ee5bb1fb14d5139a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.09420289855072
qwen/qwen3-235b-a22b,summary,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,830,552,552,0,549,0,0,549,3,41,511,292fa0a618efa1fe854035fc7e4e1eea3c9d70ab34ec4547ee5bb1fb14d5139a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.45652173913044
qwen/qwen3-235b-a22b,summary,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,552,362,362,0,324,0,0,324,38,32,330,36c714a26090654008b98c68db6015bdebea755b0daf09a5e442b82ca4bf6bb8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89.50276243093923
qwen/qwen3-235b-a22b,summary,persuasion_adaptive_ai_safety_researcher,correct_to_wrong,correct_to_wrong,full_record,saved_initial_response,552,362,362,0,305,0,0,305,57,32,330,36c714a26090654008b98c68db6015bdebea755b0daf09a5e442b82ca4bf6bb8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,84.25414364640883
qwen/qwen3-235b-a22b,paraphrase_light,state_swap_US,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,486,470,1,2,0,1,2,483,35,451,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574,0.00411522633744856,0.004434589800443459,-0.0008467543904215145,-0.0042521308023821735,0.0,-0.0009124670371282838,-0.004683062012916934,0.0,0.0,0.0,0.4123711340206186
qwen/qwen3-235b-a22b,paraphrase_light,state_swap_Russia,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,486,470,1,0,0,1,0,485,35,451,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
qwen/qwen3-235b-a22b,paraphrase_light,state_swap_Ukraine,correct_to_wrong,decisive_reversal,paraphrase_original,state_swap_original,800,486,470,1,1,0,1,1,484,35,451,bf676a0f13c146e62ee0647c3392ee4d2e2bb094cbc8ad8bceee8c59183b9574,0.00205761316872428,0.0022172949002217295,-0.00042337719521075724,-0.002561300457619015,0.0,-0.0004562335185641419,-0.0027609678315101485,0.0,0.0,0.0,0.2061855670103093
qwen/qwen3-235b-a22b,paraphrase_light,persuasion_static_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,830,557,557,0,552,0,0,552,5,40,517,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.10233393177738
qwen/qwen3-235b-a22b,paraphrase_light,persuasion_static_ai_safety_researcher,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,830,557,557,0,554,0,0,554,3,40,517,9b9e37416e7638c6352be56b1cc912905d6af41f29f572d73e824f761bbb3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.46140035906643
qwen/qwen3-235b-a22b,paraphrase_light,persuasion_adaptive_no_cue,correct_to_wrong,correct_to_wrong,paraphrase_original,saved_initial_response,552,366,366,0,327,0,0,327,39,32,334,3782aaeb7d088b946ce8a52df5cc686a1154afb374d3c4f51afd43295ce9fa94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89.34426229508196
