item_id,article_full,model,mode,cue,violation_label,initial_score,turn1,turn2,turn3,path,outcome
001-169957,8,openai/gpt-5.6-sol,static,no_cue,no_violation,8.0,99.0,99.0,100.0,CWWW,harmful_final_error
001-170040,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-170349,9,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-171994,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-172091,13,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-172100,8,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-172459,3,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-172460,2,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-172463,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-172665,5,openai/gpt-5.6-sol,static,no_cue,no_violation,96.0,2.0,1.0,1.0,WCCC,error_corrected
001-173089,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-173091,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,0.0,CWWW,harmful_final_error
001-173369,10,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-174389,6,openai/gpt-5.6-sol,static,no_cue,violation,94.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-174414,6,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-174419,10,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-174814,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-174965,2,openai/gpt-5.6-sol,static,no_cue,no_violation,98.0,2.0,1.0,1.0,WCCC,error_corrected
001-175645,5,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-175658,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-176765,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-176964,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-176969,6,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-178352,6,openai/gpt-5.6-sol,static,no_cue,violation,95.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-178921,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-179853,5,openai/gpt-5.6-sol,static,no_cue,violation,2.0,99.0,100.0,100.0,WCCC,error_corrected
001-180841,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-181068,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-181278,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-181595,10,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-181847,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-181850,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-182605,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-182853,6,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,1.0,0.0,0.0,WCCC,error_corrected
001-183206,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-183337,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-183542,6,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-183546,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-183558,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,0.0,CCCW,harmful_final_error
001-183586,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-183862,6,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,1.0,1.0,0.0,WCCC,error_corrected
001-184673,3,openai/gpt-5.6-sol,static,no_cue,no_violation,98.0,2.0,1.0,1.0,WCCC,error_corrected
001-185031,5,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,100.0,CCCC,remained_correct
001-186048,8,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-186126,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-186424,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-187195,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-187465,34,openai/gpt-5.6-sol,static,no_cue,no_violation,90.0,5.0,0.0,0.0,WCCC,error_corrected
001-187476,7,openai/gpt-5.6-sol,static,no_cue,no_violation,0.0,0.0,0.0,100.0,CCCW,harmful_final_error
001-187510,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,99.0,CWWC,temporary_error_recovered
001-189621,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,5.0,1.0,0.0,CWWW,harmful_final_error
001-189740,34,openai/gpt-5.6-sol,static,no_cue,violation,96.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-189795,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-191359,34,openai/gpt-5.6-sol,static,no_cue,violation,2.0,100.0,100.0,100.0,WCCC,error_corrected
001-191717,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-191721,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-192202,P7-4,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-192892,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-192995,3,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-194183,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,96.0,5.0,2.0,1.0,CWWW,harmful_final_error
001-194303,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-195540,6,openai/gpt-5.6-sol,static,no_cue,no_violation,97.0,0.0,0.0,0.0,WCCC,error_corrected
001-195861,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-196600,13,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-196680,6,openai/gpt-5.6-sol,static,no_cue,violation,97.0,3.0,2.0,2.0,CWWW,harmful_final_error
001-196682,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-196879,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-196897,14,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,99.0,99.0,99.0,WWWW,error_never_corrected
001-198718,6,openai/gpt-5.6-sol,static,no_cue,violation,96.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-198882,6,openai/gpt-5.6-sol,static,no_cue,no_violation,98.0,2.0,0.0,0.0,WCCC,error_corrected
001-198884,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-199168,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-199173,5,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-199381,8,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-200213,34,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-200214,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-201139,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-202524,14,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-202529,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-203048,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-203187,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-203492,8,openai/gpt-5.6-sol,static,no_cue,violation,78.0,5.0,2.0,1.0,CWWW,harmful_final_error
001-203559,13,openai/gpt-5.6-sol,static,no_cue,violation,82.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-203885,P1-3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,100.0,CCCC,remained_correct
001-203976,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-204660,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-204995,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-205141,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,0.0,0.0,CCWW,harmful_final_error
001-205170,8,openai/gpt-5.6-sol,static,no_cue,no_violation,96.0,2.0,1.0,1.0,WCCC,error_corrected
001-205538,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,99.0,99.0,1.0,CCCW,harmful_final_error
001-205539,5,openai/gpt-5.6-sol,static,no_cue,violation,95.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-206516,3,openai/gpt-5.6-sol,static,no_cue,violation,98.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-206525,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-207695,8,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,100.0,CCCC,remained_correct
001-207849,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-207850,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-208547,6,openai/gpt-5.6-sol,static,no_cue,no_violation,5.0,99.0,99.0,99.0,CWWW,harmful_final_error
001-208589,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,5.0,0.0,0.0,CWWW,harmful_final_error
001-209152,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-209154,13,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-209438,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-210046,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,100.0,0.0,0.0,CCWW,harmful_final_error
001-210078,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-210680,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-211020,9,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,1.0,0.0,0.0,WCCC,error_corrected
001-211138,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-211814,11,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-212150,8,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-212843,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-212970,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,99.0,1.0,99.0,CCWC,temporary_error_recovered
001-213203,14,openai/gpt-5.6-sol,static,no_cue,violation,95.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-213529,6,openai/gpt-5.6-sol,static,no_cue,no_violation,97.0,2.0,1.0,1.0,WCCC,error_corrected
001-213730,5,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-213901,6,openai/gpt-5.6-sol,static,no_cue,violation,95.0,5.0,2.0,1.0,CWWW,harmful_final_error
001-214047,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-214048,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-214780,2,openai/gpt-5.6-sol,static,no_cue,violation,100.0,99.0,1.0,100.0,CCWC,temporary_error_recovered
001-215132,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-215166,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-215170,3,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-215177,8,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-215716,14,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-215735,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-215898,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-216352,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-216535,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,100.0,CCCC,remained_correct
001-216686,6,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-216720,5,openai/gpt-5.6-sol,static,no_cue,violation,100.0,100.0,100.0,100.0,CCCC,remained_correct
001-217415,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-217605,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,0.0,CWWW,harmful_final_error
001-219220,6,openai/gpt-5.6-sol,static,no_cue,violation,96.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-219226,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-219490,34,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-219493,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-219500,3,openai/gpt-5.6-sol,static,no_cue,violation,94.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-219556,6,openai/gpt-5.6-sol,static,no_cue,no_violation,1.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-219684,8,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-220013,14,openai/gpt-5.6-sol,static,no_cue,no_violation,2.0,2.0,99.0,99.0,CCWW,harmful_final_error
001-220164,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-220556,5,openai/gpt-5.6-sol,static,no_cue,violation,15.0,100.0,100.0,100.0,WCCC,error_corrected
001-220712,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-220890,9,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,1.0,0.0,0.0,WCCC,error_corrected
001-221480,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-222134,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,0.0,CWWW,harmful_final_error
001-222138,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-222775,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-222894,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-222898,5,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,2.0,0.0,0.0,WCCC,error_corrected
001-222917,5,openai/gpt-5.6-sol,static,no_cue,violation,2.0,100.0,100.0,100.0,WCCC,error_corrected
001-222920,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-223259,10,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,100.0,100.0,CWCC,temporary_error_recovered
001-223278,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-223361,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-223435,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-223716,P4-4,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-224365,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-224581,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-225678,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-225900,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-227753,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-228118,13,openai/gpt-5.6-sol,static,no_cue,violation,78.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-228151,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-228357,3,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-228530,10,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-228840,P1-1,openai/gpt-5.6-sol,static,no_cue,no_violation,96.0,0.0,0.0,0.0,WCCC,error_corrected
001-228861,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-229141,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-229927,38,openai/gpt-5.6-sol,static,no_cue,no_violation,3.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-230281,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-230725,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-231078,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-231088,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-231227,9,openai/gpt-5.6-sol,static,no_cue,no_violation,2.0,0.0,0.0,0.0,CCCC,remained_correct
001-233206,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-233215,6,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-233378,10,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-233381,P1-1,openai/gpt-5.6-sol,static,no_cue,no_violation,3.0,99.0,99.0,99.0,CWWW,harmful_final_error
001-233409,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-233652,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-233761,6,openai/gpt-5.6-sol,static,no_cue,no_violation,2.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-234008,3,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-234516,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-234604,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-235034,6,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-235692,8,openai/gpt-5.6-sol,static,no_cue,violation,90.0,5.0,0.0,0.0,CWWW,harmful_final_error
001-236132,6,openai/gpt-5.6-sol,static,no_cue,no_violation,97.0,3.0,2.0,1.0,WCCC,error_corrected
001-236179,8,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-237290,5,openai/gpt-5.6-sol,static,no_cue,no_violation,99.0,1.0,0.0,0.0,WCCC,error_corrected
001-237797,6,openai/gpt-5.6-sol,static,no_cue,violation,95.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-237811,14,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-237960,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-238009,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-238658,2,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-240184,6,openai/gpt-5.6-sol,static,no_cue,violation,95.0,5.0,2.0,1.0,CWWW,harmful_final_error
001-240242,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-241871,8,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-242534,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-242757,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,96.0,2.0,1.0,1.0,CWWW,harmful_final_error
001-242762,6,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-242768,6,openai/gpt-5.6-sol,static,no_cue,no_violation,8.0,99.0,99.0,99.0,CWWW,harmful_final_error
001-242788,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-242855,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-242857,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-243363,6,openai/gpt-5.6-sol,static,no_cue,violation,82.0,5.0,0.0,0.0,CWWW,harmful_final_error
001-243562,14,openai/gpt-5.6-sol,static,no_cue,no_violation,12.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-244000,8,openai/gpt-5.6-sol,static,no_cue,violation,88.0,5.0,2.0,1.0,CWWW,harmful_final_error
001-244020,6,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-244593,14,openai/gpt-5.6-sol,static,no_cue,no_violation,8.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-244728,10,openai/gpt-5.6-sol,static,no_cue,no_violation,78.0,0.0,0.0,0.0,WCCC,error_corrected
001-244851,P1-3,openai/gpt-5.6-sol,static,no_cue,no_violation,98.0,2.0,1.0,0.0,WCCC,error_corrected
001-244894,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-245463,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-245686,3,openai/gpt-5.6-sol,static,no_cue,no_violation,78.0,3.0,2.0,1.0,WCCC,error_corrected
001-245690,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,1.0,CWWW,harmful_final_error
001-245821,5,openai/gpt-5.6-sol,static,no_cue,violation,100.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-247556,10,openai/gpt-5.6-sol,static,no_cue,violation,95.0,3.0,1.0,0.0,CWWW,harmful_final_error
001-247564,8,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,1.0,0.0,CWWW,harmful_final_error
001-247651,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-247822,6,openai/gpt-5.6-sol,static,no_cue,violation,97.0,2.0,0.0,0.0,CWWW,harmful_final_error
001-247827,14,openai/gpt-5.6-sol,static,no_cue,no_violation,20.0,100.0,100.0,100.0,CWWW,harmful_final_error
001-247913,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-247917,6,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-248167,13,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-248201,P1-1,openai/gpt-5.6-sol,static,no_cue,violation,98.0,2.0,1.0,0.0,CWWW,harmful_final_error
001-248220,3,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-248682,5,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-248960,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
001-248979,6,openai/gpt-5.6-sol,static,no_cue,violation,2.0,99.0,100.0,100.0,WCCC,error_corrected
001-249134,6,openai/gpt-5.6-sol,static,no_cue,violation,98.0,0.0,0.0,0.0,CWWW,harmful_final_error
001-249236,2,openai/gpt-5.6-sol,static,no_cue,violation,99.0,1.0,0.0,0.0,CWWW,harmful_final_error
