case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings
CASE OF PILETIĆ v. MONTENEGRO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF D. v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STAFEYEV v. RUSSIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TALALIKHINA v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YELNIK v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CHERNOV v. UKRAINE,P7-4,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LOPATA AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FILOZOFENKO v. UKRAINE,P1-1,violation,2.5,True,0,10,"[1, 4, 4, 1, 2, 1, 5, 1, 4, 2]"
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,2,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DYKUSARENKO v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.S. v. SLOVAKIA AND UKRAINE,34,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ROMANOV v. UKRAINE,13,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
CASE OF AVTO ATOM DOO KOCHANI v. NORTH MACEDONIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIRGADIROV v. AZERBAIJAN AND TURKEY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF N.H. AND OTHERS v. FRANCE,3,violation,1.4,True,0,10,"[1, 1, 1, 5, 1, 1, 1, 1, 1, 1]"
CASE OF DMYTRENKO AND BEZDOROZHNIY v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MUGEMANGANGO v. BELGIUM,P1-3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MINYAYLO AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,38,no_violation,4.4,True,1,10,"[1, 5, 5, 5, 5, 5, 5, 3, 5, 5]"
CASE OF POTOROC v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BİLAL AKYILDIZ v. TURKEY,5,no_violation,4.2,True,0,10,"[5, 5, 5, 5, 5, 1, 1, 5, 5, 5]"
CASE OF ARKANIA v. GEORGIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ČIVINSKAITĖ v. LITHUANIA,6,no_violation,4.6,True,0,10,"[5, 5, 5, 5, 5, 2, 4, 5, 5, 5]"
CASE OF CHERNIKA v. UKRAINE,41,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HAZIYEV AND OTHERS v. AZERBAIJAN,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SUUR v. ESTONIA,8,no_violation,4.8,True,0,10,"[5, 5, 5, 4, 4, 5, 5, 5, 5, 5]"
CASE OF MAKHMUDOVA v. RUSSIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KARESVAARA AND NJIE v. SPAIN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TAMRAZYAN v. ARMENIA,P1-1,violation,2.0,True,2,10,"[1, 1, 3, 5, 2, 1, 3, 2, 1, 1]"
CASE OF SARGSYAN AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BEZZINA WETTINGER AND OTHERS v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NICOLAOU v. CYPRUS,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF RASIŃSKI v. POLAND,3,violation,1.4,True,0,10,"[1, 1, 1, 1, 5, 1, 1, 1, 1, 1]"
CASE OF MAKUCHYAN AND MINASYAN v. AZERBAIJAN AND HUNGARY,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CHERNYAVSKIY v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TASEV v. NORTH MACEDONIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ŠARANOVIĆ v. MONTENEGRO,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BURLAKOV AND LYSENKO v. UKRAINE,34,no_violation,2.9,False,5,10,"[4, 3, 2, 3, 3, 1, 2, 3, 5, 3]"
CASE OF DOBROVITSKAYA AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.3,False,0,10,"[1, 1, 4, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PANTELEICIUC v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NIKOLYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SOBCO AND GHENT v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BERARDI AND MULARONI v. SAN MARINO,7,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF BRADARIĆ v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ODDONE AND PECCI v. SAN MARINO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KÁLOVICS v. HUNGARY,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SVITLANA ILCHENKO v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STRAND LOBBEN AND OTHERS v. NORWAY,41,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF RYABININ AND SHATALINA v. UKRAINE,34,no_violation,3.2,True,2,10,"[3, 5, 2, 2, 2, 3, 5, 5, 4, 1]"
CASE OF O'LEARY v. IRELAND,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CARPOV v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DELI v. THE REPUBLIC OF MOLDOVA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ABDI IBRAHIM v. NORWAY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BALSAMO v. SAN MARINO,P1-1,no_violation,2.8,False,1,10,"[1, 5, 2, 3, 4, 1, 4, 1, 2, 5]"
CASE OF DURANSPAHIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BIGOVIĆ v. MONTENEGRO,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PIKHUN v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF IFANDIEV v. BULGARIA,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.T. v. UKRAINE,8,violation,1.1,True,0,10,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1]"
CASE OF LIBLIK AND OTHERS v. ESTONIA,6,no_violation,4.7,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 2, 5, 5]"
CASE OF FIL LLC v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MASHINYAN AND RAMAZYAN v. ARMENIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOŽUL AND OTHERS v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DENIS AND IRVINE v. BELGIUM,5,no_violation,2.9,False,1,10,"[1, 3, 4, 1, 4, 4, 2, 5, 4, 1]"
CASE OF SAVRAN v. DENMARK,41,violation,1.9,True,0,10,"[1, 1, 1, 5, 1, 1, 2, 5, 1, 1]"
CASE OF PASQUINI v. SAN MARINO,6,no_violation,1.7,False,0,10,"[1, 2, 1, 1, 1, 4, 1, 2, 2, 2]"
CASE OF GARUMOV v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MEDYANIKOV v. UKRAINE,34,no_violation,1.4,False,0,10,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 4]"
CASE OF PETROV AND KOROSTYLYOV v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HADDAD v. SPAIN,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF P.R. v. AUSTRIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A.S. v. NORWAY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LOGVINENKO v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SAMOYLENKO v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KORBAN v. UKRAINE,18,no_violation,2.2,False,0,10,"[1, 2, 5, 2, 1, 5, 2, 1, 2, 1]"
CASE OF KARDAVA v. UKRAINE,2,violation,3.8,False,0,10,"[5, 1, 1, 5, 5, 5, 2, 4, 5, 5]"
CASE OF O'LEARY v. IRELAND,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MILOVANOVIC v. SERBIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KAMENOVA v. BULGARIA,P1-1,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BEKETOV v. UKRAINE,13,violation,1.2,True,1,10,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOROL AND OTHERS v. UKRAINE,34,violation,3.4,False,0,10,"[5, 5, 5, 1, 5, 1, 1, 5, 1, 5]"
CASE OF ĒCIS v. LATVIA,14,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF SVIT ROZVAG, TOV AND OTHERS v. UKRAINE",6,no_violation,3.2,True,2,10,"[2, 2, 5, 4, 5, 2, 3, 1, 3, 5]"
CASE OF ANDREYEVA v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BJARNI ÁRMANNSSON v. ICELAND,P7-4,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ŽIVANOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF RADZEVIL v. UKRAINE,6,no_violation,2.1,False,0,10,"[1, 1, 5, 2, 1, 5, 1, 2, 2, 1]"
CASE OF CLASENS v. BELGIUM,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BARALIJA v. BOSNIA AND HERZEGOVINA,P12-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KOPYTETS AND SHTOPKO v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YAKUBA v. UKRAINE,34,violation,1.1,True,0,10,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BURLAKOV AND LYSENKO v. UKRAINE,5,violation,2.6,True,4,10,"[1, 5, 1, 3, 3, 1, 5, 3, 3, 1]"
CASE OF ANTONOV AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,3,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ELČIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SAVRAN v. DENMARK,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HODŽIĆ AND SIRĆO v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ROMEVA v. NORTH MACEDONIA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF J.D. AND A v. THE UNITED KINGDOM,14,no_violation,2.3,False,1,10,"[2, 5, 1, 1, 5, 1, 2, 2, 3, 1]"
CASE OF TSUKUR AND OTHERS v. UKRAINE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SANCHYSHYN  v. UKRAINE,P4-2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VAN DE KOLK v. THE NETHERLANDS,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DOYLE v. IRELAND,6,no_violation,2.2,False,0,10,"[2, 1, 1, 1, 5, 1, 5, 4, 1, 1]"
CASE OF GAWLIK v. LIECHTENSTEIN,10,no_violation,4.9,True,0,10,"[5, 5, 4, 5, 5, 5, 5, 5, 5, 5]"
CASE OF M.L. v. SLOVAKIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GRAŽULEVIČIŪTĖ v. LITHUANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.F. v. NORWAY,8,no_violation,2.6,False,0,10,"[1, 4, 4, 4, 1, 4, 2, 4, 1, 1]"
CASE OF EFENDIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF E.H. v. NORWAY,8,violation,3.2,False,1,10,"[5, 5, 2, 1, 2, 4, 3, 1, 4, 5]"
CASE OF SANCHEZ v. FRANCE,10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF VELICHKO v. UKRAINE,3,violation,1.4,True,0,10,"[1, 1, 4, 1, 1, 1, 2, 1, 1, 1]"
CASE OF CAUCHI v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF W.A. v. SWITZERLAND,P7-4,violation,3.2,False,0,10,"[5, 1, 5, 5, 1, 1, 4, 5, 4, 1]"
CASE OF POLTORATSKYY v. UKRAINE,13,no_violation,1.2,False,1,10,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BARANIN AND VUKČEVIĆ v. MONTENEGRO,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SZŐLŐSI v. HUNGARY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MYASNIKOV AND ULYANOV v. UKRAINE,5,violation,4.8,False,1,10,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
CASE OF BUDIMIR v. CROATIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BORGOVAN v. ROMANIA,6,violation,2.2,True,0,10,"[1, 1, 1, 5, 5, 1, 2, 2, 2, 2]"
CASE OF RÎBAC AND RODINA-AGRO S.A. v. THE REPUBLIC OF MOLDOVA AND RUSSIA,11,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MIKELADZE AND OTHERS v. GEORGIA,14,violation,2.2,True,0,10,"[1, 1, 4, 1, 4, 1, 2, 5, 1, 2]"
CASE OF RADU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ZOHLANDT v. THE NETHERLANDS,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FİKRET KARAHAN v. TURKEY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DURAKOVIĆ AND KREŠTALICA v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KLOPSTRA v. SPAIN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CILEI AND ROSIP v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DIMOV AND OTHERS v. BULGARIA,P1-3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BONESCU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF E.G. v. THE REPUBLIC OF MOLDOVA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CENTRUM FÖR RÄTTVISA v. SWEDEN,8,violation,1.5,True,0,10,"[2, 1, 1, 1, 1, 1, 1, 5, 1, 1]"
CASE OF KHAN v. DENMARK,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ASANOVIĆ v. MONTENEGRO,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF JALLOW v. NORWAY,6,no_violation,3.9,True,0,10,"[2, 2, 5, 4, 5, 5, 4, 5, 2, 5]"
CASE OF MUCHA v. SLOVAKIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ALIMPIEV v. THE REPUBLIC OF MOLDOVA AND RUSSIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LACATUS v. SWITZERLAND,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GOLUB v. THE REPUBLIC OF MOLDOVA AND RUSSIA,P4-2,no_violation,3.2,True,0,10,"[4, 5, 4, 1, 5, 1, 4, 4, 2, 2]"
CASE OF ȘCERBININA v. THE REPUBLIC OF MOLDOVA AND RUSSIA,6,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VĂDUVA AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHABELNIK v. UKRAINE (No. 3),7,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF ABDI v. DENMARK,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GILLIGAN v. IRELAND,6,no_violation,3.8,True,0,10,"[5, 1, 5, 5, 1, 4, 5, 2, 5, 5]"
CASE OF CSIKÓS AND OTHERS v. HUNGARY,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF STRØBYE AND ROSENLIND v. DENMARK,14,no_violation,4.4,True,0,10,"[2, 5, 5, 5, 4, 5, 5, 4, 4, 5]"
CASE OF IVKOVIĆ AND OTHERS v. SERBIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF JESTCOV v. THE REPUBLIC OF MOLDOVA AND RUSSIA,2,no_violation,1.4,False,1,10,"[2, 1, 2, 1, 1, 1, 1, 3, 1, 1]"
CASE OF BLIZNYUK v. UKRAINE,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GOLUB v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.4,False,1,10,"[1, 1, 3, 1, 1, 1, 2, 2, 1, 1]"
CASE OF ŠPADIJER v. MONTENEGRO,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MOROŞANU AND OTHERS v. ROMANIA,2,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LIEBSCHER v. AUSTRIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF OMDAHL v. NORWAY,6,no_violation,4.6,True,0,10,"[4, 5, 5, 2, 5, 5, 5, 5, 5, 5]"
CASE OF VALDÍS FJÖLNISDÓTTIR AND OTHERS v. ICELAND,8,no_violation,4.3,True,0,10,"[5, 4, 5, 5, 1, 4, 4, 5, 5, 5]"
CASE OF SŁAWIŃSKI v. POLAND,13,violation,2.0,True,1,10,"[1, 3, 1, 2, 1, 4, 1, 5, 1, 1]"
CASE OF FEILAZOO v. MALTA,34,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CAAMAÑO VALLE v. SPAIN,P1-3,no_violation,2.6,False,0,10,"[1, 2, 1, 1, 5, 4, 1, 5, 5, 1]"
CASE OF APAP BOLOGNA v. MALTA,13,violation,2.2,True,2,10,"[4, 1, 1, 1, 1, 3, 1, 5, 2, 3]"
CASE OF SANDU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF K.I. v. FRANCE,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BARSEGHYAN v. ARMENIA,11,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ASLANIAN v. THE REPUBLIC OF MOLDOVA AND RUSSIA,9,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF IBRIŠIMOVIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MILOŠEVIĆ v. CROATIA,P7-4,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MONIR LOTFY v. CYPRUS,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NORWEGIAN CONFEDERATION OF TRADE UNIONS (LO) AND NORWEGIAN TRANSPORT WORKERS’ UNION (NTF) v. NORWAY,11,no_violation,4.6,True,0,10,"[5, 2, 5, 5, 5, 4, 5, 5, 5, 5]"
CASE OF ROVSHAN HAJIYEV v. AZERBAIJAN,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AVCI v. DENMARK,8,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5]"
"CASE OF TOŢCHI AND OTHERS v. THE REPUBLIC OF MOLDOVA, RUSSIA AND UKRAINE",2,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ANCIENT BALTIC RELIGIOUS ASSOCIATION “ROMUVA” v. LITHUANIA,13,violation,1.7,True,1,10,"[1, 1, 2, 2, 2, 1, 2, 1, 2, 3]"
CASE OF LAMBERTNÉ BÁRSONY v. HUNGARY,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KIISA v. ESTONIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF S.J. v. BELGIUM,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF MEMISHAJ v. ALBANIA,13,violation,1.4,True,0,10,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TARANEKS v. LATVIA,8,violation,1.4,True,0,10,"[2, 1, 2, 2, 1, 1, 1, 1, 1, 2]"
CASE OF MILINKOVIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MEMISHAJ v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FERNÁNDEZ MARTÍNEZ v. SPAIN,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF BEGANOVIC v. SLOVENIA,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VAJNAI v. HUNGARY NO.4,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"CASE OF SOCIEDADE DE CONSTRUCOES MARTINS AND VIEIRA, LDA v. PORTUGAL",6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BUZADJI v. THE REPUBLIC OF MOLDOVA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF L.M. v. SLOVENIA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
